id,collection,title,page,change_type,original,corrected,notes
13392,Mohn und Gedächtnis,Das Gastmahl,7,source_text_replaced,"Geleert sei die Nacht aus den Flaschen im hohen Gebälk der Versuchung,
die Schwelle mit Zähnen g epflügt, vor Morgen der Jähzorn gesät:
es schießt wohl empor u ns ein Moos noch, eh von der Mühle sie hier sind,
ein leises Getreide zu fi nden bei uns ihrem langsamen Rad...
Unter den giftigen Himmeln sind andere H alme wohl falber,
wird anders der Traum noch gemünzt als hier, wo wir würfeln um Lust,
als hier, wo getauscht wird im Dunkel Vergessen und Wunder,
wo alles nur gilt eine Stunde und schwelgend bespien wird von uns,
ins gierige Wasser der Fenster geschleudert in leuchtenden Truhen -:
es birst auf der Straße der Mensche n, den Wolken zum Ruhm!
So hüllet euch in die Mäntel und steiget mir auf die Tische:
wie anders sei noch geschlafen als stehend, inmitten der K elche?
Wem trinken wir Träume noch zu, als dem langsamen Rad?","Geleert sei die Nacht aus den Flaschen im hohen Gebälk der Versuchung, 
die Schwelle mit Zähnen g epflügt, vor Morgen der Jähzorn gesät: 
es schießt wohl empor u ns ein Moos noch, eh von der Mühle sie hier sind, 
ein leises Getreide zu fi nden bei uns ihrem langsamen Rad . . . 
Unter den giftigen Himmeln sind andere H alme wohl falber, 
wird anders der Traum noch gemünzt als hier, wo wir würfeln um Lust,",Replaced JSON text with the text extracted from the PDF page segment.
13392,Mohn und Gedächtnis,Das Gastmahl,7,cleaning_and_normalization,"Geleert sei die Nacht aus den Flaschen im hohen Gebälk der Versuchung,
die Schwelle mit Zähnen gepflügt, vor Morgen der Jähzorn gesät:
es schießt wohl empor uns ein Moos noch, eh von der Mühle sie hier sind,
ein leises Getreide zu fi nden bei uns ihrem langsamen Rad...
Unter den giftigen Himmeln sind andere Halme wohl falber,
wird anders der Traum noch gemünzt als hier, wo wir würfeln um Lust,
als hier, wo getauscht wird im Dunkel Vergessen und Wunder,
wo alles nur gilt eine Stunde und schwelgend bespien wird von uns,
ins gierige Wasser der Fenster geschleudert in leuchtenden Truhen -:
es birst auf der Straße der Mensche n, den Wolken zum Ruhm!
So hüllet euch in die Mäntel und steiget mir auf die Tische:
wie anders sei noch geschlafen als stehend, inmitten der Kelche?
Wem trinken wir Träume noch zu, als dem langsamen Rad?","Geleert sei die Nacht aus den Flaschen im hohen Gebälk der Versuchung,
die Schwelle mit Zähnen gepflügt, vor Morgen der Jähzorn gesät:
es schießt wohl empor uns ein Moos noch, eh von der Mühle sie hier sind,
ein leises Getreide zu fi nden bei uns ihrem langsamen Rad...
Unter den giftigen Himmeln sind andere Halme wohl falber,
wird anders der Traum noch gemünzt als hier, wo wir würfeln um Lust,","Applied whitespace/ligature fixups, contraction joins (e.g., 'in s'→'ins'), and preposition+Capital split (e.g., 'imStundenrund'→'im Stundenrund') while preserving stanza breaks."
13393,Mohn und Gedächtnis,Dunkles Aug im September,8,source_text_replaced,"Steinhaube Zeit. Und üppiger quellen
die Locken des Schmerzes ums Antlitz der Erde,
den trunkenen Apfel, gebräunt von dem Hauch
eines sündigen Spruches: schön und abhold dem Spiel,
das sie treiben im argen
Widerschein ihrer Zukunft.
Zum zweitenmal blüht di e Kastanie:
ein Zeichen der ärmlich entbrannten
Hoffnung auf Orions
baldige Rückkunft: der blinden
Freunde des Himmels sternklare Inbrun st
ruft ihn herauf.
Unverhüllt an den Toren des Traumes
streitet ein einsames Aug.
Was täglich geschieht,
genügt ihm zu wissen:
am östlichen Fenster
erscheint ihm zur Nachtzeit die schmale
Wandergestalt des Gefühls.
Ins Naß ihres Auges tauchst du das Schwert.","Steinhaube Zeit. Und üppiger quellen  
die Locken des Schmerzes ums Antlitz der Erde,  
den trunkenen Apfel, gebräunt von dem Hauch  
eines sündigen Spruches: schön und abhold dem Spiel,  
das sie treiben im argen  
Widerschein ihrer Zukunft.  
Zum zweitenmal blüht di e Kastanie:  
ein Zeichen der ärmlich entbrannten  
Hoffnung auf Orions  
baldige Rückkunft: der blinden  
Freunde des Himmels sternklare Inbrun st  
ruft ihn herauf.  
Unverhüllt an den Toren des Traumes  
streitet ein einsames Aug.  
Was täglich geschieht,  
genügt ihm zu wissen:  
am östlichen Fenster  
erscheint ihm zur Nachtzeit die schmale  
Wandergestalt des Gefühls.  
Ins Naß ihres Auges tauchst du das Schwert.",Replaced JSON text with the text extracted from the PDF page segment.
13394,Mohn und Gedächtnis,Der Stein aus dem Meer,8,source_text_replaced,"Das weiße Herz unsrer Welt, gewaltlos verloren wirs heut um die Stunde des gilbenden Maisblatts:
ein runder Knäuel, so rollt' es uns leicht aus den Händen.
So blieb uns z u spinnen die neue, die r ötliche Wolle des Schlafs an der sandigen Grabstatt des
Traumes:
ein Herz nicht mehr, doch das Ha upthaar wohl des Steins aus der Tiefe,
der ärmliche Schmuck seiner Stirn, die sinnt über Muschel und Welle.
Vielleicht, daß am Tor jener Stadt in der Luft i hn erhöhet ein nächtlicher Wille,
sein östliches Aug ihm erschließt überm Haus, wo wir liegen,
die Schwärze des Meers um den Mund und die Tulpen aus Holland im Haar.
Sie tragen ihm Lanzen voran, so trugen wir Traum, so entrollt' uns das weiße
Herz unsrer W elt. So ward ihm das krause
Gespinst um sein Haupt: ei ne seltsame Wolle,
an Herzens Sta tt schön.
O Pochen, das kam und schwan d! Im Endlichen wehen die Schleier.","Das weiße Herz unsrer Welt, gewaltlos verloren wirs heut um die Stunde des gilbenden Maisblatts:  
ein runder Knäuel, so rollt' es uns leicht aus den Händen.  
So blieb uns z u spinnen die neue, die r ötliche Wolle des Schlafs an der sandigen Grabstatt des 
Traumes: 
ein Herz nicht mehr, doch das Ha upthaar wohl des Steins aus der Tiefe,  
der ärmliche Schmuck seiner Stirn, die sinnt über Muschel und Welle.",Replaced JSON text with the text extracted from the PDF page segment.
13394,Mohn und Gedächtnis,Der Stein aus dem Meer,8,cleaning_and_normalization,"Das weiße Herz unsrer Welt, gewaltlos verloren wirs heut um die Stunde des gilbenden Maisblatts:
ein runder Knäuel, so rollt' es uns leicht aus den Händen.
So blieb uns z uspinnen die neue, die rötliche Wolle des Schlafs an der sandigen Grabstatt des
Traumes:
ein Herz nicht mehr, doch das Ha upthaar wohl des Steins aus der Tiefe,
der ärmliche Schmuck seiner Stirn, die sinnt über Muschel und Welle.
Vielleicht, daß am Tor jener Stadt in der Luft ihn erhöhet ein nächtlicher Wille,
sein östliches Aug ihm erschließt überm Haus, wo wir liegen,
die Schwärze des Meers um den Mund und die Tulpen aus Holland im Haar.
Sie tragen ihm Lanzen voran, so trugen wir Traum, so entrollt' uns das weiße
Herz unsrer Welt. So ward ihm das krause
Gespinst um sein Haupt: ei ne seltsame Wolle,
an Herzens Sta tt schön.
O Pochen, das kam und schwan d! Im Endlichen wehen die Schleier.","Das weiße Herz unsrer Welt, gewaltlos verloren wirs heut um die Stunde des gilbenden Maisblatts:
ein runder Knäuel, so rollt' es uns leicht aus den Händen.
So blieb uns z uspinnen die neue, die rötliche Wolle des Schlafs an der sandigen Grabstatt des
Traumes:
ein Herz nicht mehr, doch das Ha upthaar wohl des Steins aus der Tiefe,
der ärmliche Schmuck seiner Stirn, die sinnt über Muschel und Welle.","Applied whitespace/ligature fixups, contraction joins (e.g., 'in s'→'ins'), and preposition+Capital split (e.g., 'imStundenrund'→'im Stundenrund') while preserving stanza breaks."
13396,Mohn und Gedächtnis,Chanson einer Dame im Schatten,9,source_text_replaced,"Wenn die Schweigsame kommt und die Tulpen köpft:
Wer gewinnt?
Wer verliert?
Wer tritt an das F enster?
Wer nennt ihren Nam en zuerst?
Es ist einer, de r trägt mein Haar.
Er trägts wie man Tote trägt auf den Händen.
Er trägts wie der Himmel mein H aar trug im Jahr, da ich liebte.
Er trägt es aus Eitelkeit so.
Der gewinnt.
Der verliert nicht.
Der tritt nicht ans Fenster.
Der nennt ihren Namen nicht.
Es ist einer, der hat meine Augen.
Er hat sie, seit Tore sich schließen.
Er trägt sie am Finger wie Ringe.
Er trägt sie wie Scherben von Lust und Saphir:
er war schon mein Bruder im Herbst;
er zählt schon die Tage und Nächte.
Der gewinnt.
Der verliert nicht.
Der tritt nicht ans Fenster.
Der nennt ihren N amen zuletzt.
Es ist einer, der hat, was ich sagte.
Er trägts unterm Arm wie ein Bünde l.
Er trägts wie die Uhr ihre schlechtes te Stunde.
Er trägt es von Schwelle zu
Schwelle, er wirft es nicht fort.
Der gewinnt nicht.
Der verliert.
Der tritt ans Fenster.
Der nennt ihren Nam en zuerst.
Der wird mit den Tulp en geköpft.","Wenn die Schweigsame kommt und die Tulpen köpft: 
Wer gewinnt? 
Wer verliert? 
Wer tritt an das F enster? 
Wer nennt ihren Nam en zuerst? 
Es ist einer, de r trägt mein Haar.  
Er trägts wie man Tote trägt auf den Händen.  
Er trägts wie der Himmel mein H aar trug im Jahr, da ich liebte.  
Er trägt es aus Eitelkeit so.  
Der gewinnt. 
Der verliert nicht. 
Der tritt nicht ans Fenster. 
Der nennt ihren Namen nicht. 
Es ist einer, der hat meine Augen. 
Er hat sie, seit Tore sich schließen.",Replaced JSON text with the text extracted from the PDF page segment.
13396,Mohn und Gedächtnis,Chanson einer Dame im Schatten,9,cleaning_and_normalization,"Wenn die Schweigsame kommt und die Tulpen köpft:
Wer gewinnt?
Wer verliert?
Wer tritt an das Fenster?
Wer nennt ihren Nam en zuerst?
Es ist einer, de rträgt mein Haar.
Er trägts wie man Tote trägt auf den Händen.
Er trägts wie der Himmel mein Haar trug im Jahr, da ich liebte.
Er trägt es aus Eitelkeit so.
Der gewinnt.
Der verliert nicht.
Der tritt nicht ans Fenster.
Der nennt ihren Namen nicht.
Es ist einer, der hat meine Augen.
Er hat sie, seit Tore sich schließen.
Er trägt sie am Finger wie Ringe.
Er trägt sie wie Scherben von Lust und Saphir:
er war schon mein Bruder im Herbst;
er zählt schon die Tage und Nächte.
Der gewinnt.
Der verliert nicht.
Der tritt nicht ans Fenster.
Der nennt ihren Namen zuletzt.
Es ist einer, der hat, was ich sagte.
Er trägts unterm Arm wie ein Bünde l.
Er trägts wie die Uhr ihre schlechtes te Stunde.
Er trägt es von Schwelle zu
Schwelle, er wirft es nicht fort.
Der gewinnt nicht.
Der verliert.
Der tritt ans Fenster.
Der nennt ihren Nam en zuerst.
Der wird mit den Tulp en geköpft.","Wenn die Schweigsame kommt und die Tulpen köpft:
Wer gewinnt?
Wer verliert?
Wer tritt an das Fenster?
Wer nennt ihren Nam en zuerst?
Es ist einer, de rträgt mein Haar.
Er trägts wie man Tote trägt auf den Händen.
Er trägts wie der Himmel mein Haar trug im Jahr, da ich liebte.
Er trägt es aus Eitelkeit so.
Der gewinnt.
Der verliert nicht.
Der tritt nicht ans Fenster.
Der nennt ihren Namen nicht.
Es ist einer, der hat meine Augen.
Er hat sie, seit Tore sich schließen.","Applied whitespace/ligature fixups, contraction joins (e.g., 'in s'→'ins'), and preposition+Capital split (e.g., 'imStundenrund'→'im Stundenrund') while preserving stanza breaks."
13397,Mohn und Gedächtnis,Nachtstrahl,10,source_text_replaced,"Am lichtesten brannte das Haar m einer Abendgeliebten:
ihr schick ich den Sarg aus dem leichtesten Holz.
Er ist wellenumwogt wie das Bett unsrer Träume im Rom;
er trägt eien weiße Perücke wie ich und spricht heiser:
er redet wie ich, wenn ich Einlaß gewähre den Herze n.
Er weiß ein französisches Lied von der Liebe, das sang ich im Herbst,
als ich weilte auf Reisen in Spätland und Briefe schrieb an den Morgen.
Ein schöner Kahn ist der Sarg, geschnitzt im Gehölz der Gefühle.
Auch ich fuhr blutabwärts mit ihm, als ich jünger war als dein Aug.
Nun bist du jung wie ein toter Vogel im Märzschnee,
nun kommt er zu dir und singt se in französisches Lied.
Ihr seid leicht: ihr schlaft meinen Frühling zu Ende.
Ich bin leichter:
ich singe vor Fremden.","Am lichtesten brannte das Haar m einer Abendgeliebten:  
ihr schick ich den Sarg aus dem leichtesten Holz.  
Er ist wellenumwogt wie das Bett unsrer Träume im Rom; 
er trägt eien weiße Perücke wie ich und spricht heiser:  
er redet wie ich, wenn ich Einlaß gewähre den Herze n.  
Er weiß ein französisches Lied von der Liebe, das sang ich im Herbst,  
als ich weilte auf Reisen in Spätland und Briefe schrieb an den Morgen.  
Ein schöner Kahn ist der Sarg , geschnitzt im Gehölz der Gefühle.  
Auch ich fuhr blutabwärts mit ihm, als ich jünger war als dein Aug.  
Nun bist du jung wie ein toter Vogel im Märzschnee,  
nun kommt er zu dir und singt se in französisches Lied.  
Ihr seid leicht: ihr schlaft meinen Frühling zu Ende.  
Ich bin leichter:  
ich singe vor Fremden.",Replaced JSON text with the text extracted from the PDF page segment.
13398,Mohn und Gedächtnis,Die Jahre von dir zu mir,11,source_text_replaced,"Wieder wellt sich dein Haar, wenn ich wein. Mit den Blau deiner Augen
deckst du den Tisch unsre r Liebe: ein Bett zwischen Sommer und Herbst.
Wir trinken, was einer ge braut, der nicht ich war, noch du, noch ein dritter:
wir schlürfen ein Leeres und Letztes.
Wir sehen uns zu in den Spiegeln der Tiefsee und reichen uns rascher die Speise n:
die Nacht ist die Nacht, sie beginnt mit dem Morgen,
sie legt mich zu dir.","Wieder wellt sich dein Haar, wenn ich wein. Mit den Blau deiner Augen  
deckst du den Tisch unsre r Liebe: ein Bett zwischen Sommer und Herbst.  
Wir trinken, was einer ge braut, der nicht ich war, noch du, noch ein dritter:  
wir schlürfen ein Leeres und Letztes.  
Wir sehen uns zu in den Spiegeln der Tiefsee und reichen uns rascher die Speise n:  
die Nacht ist die Nacht, sie beginnt mit dem Morgen,  
sie legt mich zu dir.",Replaced JSON text with the text extracted from the PDF page segment.
13399,Mohn und Gedächtnis,Lob der Ferne,11,source_text_replaced,"Im Quell deiner Augen
leben die Garne der Fischer der Irrsee.
Im Quell deiner Augen
hält das Meer sein Versprechen.
Hier werf ich,
ein Herz, das geweilt unter Menschen,
die Kleider von mir u nd den Glanz eines Schwures:
Schwärzer im Schwarz, bin ich nack ter.
Abtrünnig erst bin ich treu.
Ich bin du, wenn ich ich bin.
Im Quell deiner Augen
treib ich und träume von Raub.
Ein Garn fing ein Garn ein:
wir scheiden umschlung en.
Im Quell deiner Augen
erwürgt ein Gehenkter den Strang.","Im Quell deiner Augen  
leben die Garne der Fischer der Irrsee.  
Im Quell deiner Augen  
hält das Meer sein Versprechen.  
Hier werf ich, 
ein Herz, das geweilt unter Menschen,  
die Kleider von mir u nd den Glanz eines Schwures:  
Schwärzer im Schwarz, bin ich nack ter.  
Abtrünnig erst bin ich treu.  
Ich bin du, wenn ich ich bin.  
Im Quell deiner Augen  
treib ich und träume von Raub.  
Ein Garn fing ein Garn ein:  
wir scheiden umschlung en.  
Im Quell deiner Augen  
erwürgt ein Gehenkter den Strang.",Replaced JSON text with the text extracted from the PDF page segment.
13400,Mohn und Gedächtnis,Das ganze Leben,11,source_text_replaced,"Die Sonnen des Halbschlafs sind blau wie dein Haar eine Stunde vor Morgen.
Auch sie wachsen rasch wie das Gras überm Grab eines Vogels.
Auch sie lockt das Spiel, das wir spielten als Trau m auf den Schiffen der Lust.
Am Kreidefelsen der Zeit begegnen auch ihnen die Dolche.
Die Sonnen des Tiefschlafs sind blauer: so war deine Locke nur einmal:
Ich weilt als ein Nachtwind im käuflichen Schoß deiner Schwester;
dein Haar hing im Ba um über uns, doch warst du nicht da.
Wir waren die Welt, und du wars t ein Gesträuch vor den Toren.
Die Sonnen des Todes sind weiß wie das Haar unsres Kindes:
es stieg aus der Flut, als du aufschlugst ein Zelt auf der Düne.
Er zückte das Messer des Glücks über uns mit erloschenen Augen.","Die Sonnen des Halbschlafs sind blau wie dein Haar eine Stunde vor Morgen.  
Auch sie wachsen rasch wie das Gras überm Grab eines Vogels.  
Auch sie lockt das Spiel, das wir spielten als Trau m auf den Schiffen der Lust.  
Am Kreidefelsen der Zeit begegnen auch ihnen die Dolche.  
Die Sonnen des Tiefschlafs sind blauer: so war deine Locke nur einmal:  
Ich weilt als ein Nachtwind im käuflichen Schoß deiner Schwester;",Replaced JSON text with the text extracted from the PDF page segment.
13400,Mohn und Gedächtnis,Das ganze Leben,11,cleaning_and_normalization,"Die Sonnen des Halbschlafs sind blau wie dein Haar eine Stunde vor Morgen.
Auch sie wachsen rasch wie das Gras überm Grab eines Vogels.
Auch sie lockt das Spiel, das wir spielten als Trau mauf den Schiffen der Lust.
Am Kreidefelsen der Zeit begegnen auch ihnen die Dolche.
Die Sonnen des Tiefschlafs sind blauer: so war deine Locke nur einmal:
Ich weilt als ein Nachtwind im käuflichen Schoß deiner Schwester;
dein Haar hing im Ba um über uns, doch warst du nicht da.
Wir waren die Welt, und du wars tein Gesträuch vor den Toren.
Die Sonnen des Todes sind weiß wie das Haar unsres Kindes:
es stieg aus der Flut, als du aufschlugst ein Zelt auf der Düne.
Er zückte das Messer des Glücks über uns mit erloschenen Augen.","Die Sonnen des Halbschlafs sind blau wie dein Haar eine Stunde vor Morgen.
Auch sie wachsen rasch wie das Gras überm Grab eines Vogels.
Auch sie lockt das Spiel, das wir spielten als Trau mauf den Schiffen der Lust.
Am Kreidefelsen der Zeit begegnen auch ihnen die Dolche.
Die Sonnen des Tiefschlafs sind blauer: so war deine Locke nur einmal:
Ich weilt als ein Nachtwind im käuflichen Schoß deiner Schwester;","Applied whitespace/ligature fixups, contraction joins (e.g., 'in s'→'ins'), and preposition+Capital split (e.g., 'imStundenrund'→'im Stundenrund') while preserving stanza breaks."
13401,Mohn und Gedächtnis,Spät und Tief,12,source_text_replaced,"Boshaft wie goldene Rede beginnt diese Nacht.
Wir essen di e Äpfel der Stummen.
Wir tuen ein Werk, das man gern seinem Stern überläßt;
wir stehen im Herbst unsrer Linden als sinnendes Fahnenrot,
als brennende Gäste vom Süden.
Wir schwören bei Christus dem Neu en, den Staub zu vermählen dem Staube,
die Vögel dem wandernden Schuh,
unser Herz einer Stiege i m Wasser.
Wir schwören der Welt die h eiligen Schwüre des Sandes,
wir schwören sie gern,
wir schwören sie laut von den Dächern des traumlosen Schlafes
und schwenken das Weißhaar der Zeit...
Sie rufen: Ihr lästert!
Wir wissen es längst.
Wir wissen es längst, doch was tuts?
Ihr mahlt in den Mühlen des Todes das weiße Mehl der Verheißung,
ihr setzt es vor unsern Brüdern und Schwestern -
Wir schwenken das Weißhaar der Zeit.
Ihr mahnt uns: Ihr lästert!
Wir wissen es wohl,
es komme d ie Schuld über uns.
Es komme die Schuld über uns aller wandernden Zeichen,
es komme das gurgelnde Meer,
der geharnischte Windstoß der Umkehr,
der mitternächtige Tag,
es komme, was ni emals noch war!
Es komme ein Mensch aus dem Grabe.","Boshaft wie goldene Rede beginnt diese Nacht.  
Wir essen di e Äpfel der Stummen.  
Wir tuen ein Werk, das man gern seinem Stern überläßt;  
wir stehen im Herbst unsrer Linden als sinnendes Fahnenrot,  
als brennende Gäste vom Süden.  
Wir schwören bei Christus dem Neu en, den Staub zu vermählen dem Staube,  
die Vögel dem wandernden Schuh,  
unser Herz einer Stiege i m Wasser.  
Wir schwören der Welt die h eiligen Schwüre des Sandes,  
wir schwören sie gern, 
wir schwören sie laut von den Dächern des traumlosen Schlafes  
und schwenken das Weißhaar der Zeit . . .  
Sie rufen: Ihr lästert!  
Wir wissen es längst.  
Wir wissen es längst, doch was tuts? 
Ihr mahlt in den Mühlen des Todes das weiße Mehl der Verheißung,  
ihr setzt es vor unsern Brüdern und Schwestern -  
Wir schwenken das Weißhaar der Zeit.  
Ihr mahnt uns: Ihr lästert!  
Wir wissen es wohl,  
es komme d ie Schuld über uns.  
Es komme die Schuld über uns aller wandernden Zeichen,  
es komme das gurgelnde Meer,  
der geharnischte Windstoß der Umkehr,  
der mitternächtige Tag,  
es komme, was ni emals noch war!  
Es komme ein Mensch aus dem Grabe.",Replaced JSON text with the text extracted from the PDF page segment.
13402,Mohn und Gedächtnis,Corona,13,source_text_replaced,"Aus der Hand frißt der Herbst mir sein Blatt: wir sind Freunde.
Wir schälen die Zeit aus den Nüssen und lehren sie gehn:
die Zeit kehrt zurück in die Schale.
Im Spiegel ist Sonntag,
im Traum wird geschlafe n,
der Mund redet wahr.
Mein Aug steigt hinab zum Geschlecht der Geliebten:
wir sehen uns an,
wir sagen uns Dunkles,
wir lieben einander wie Mohn und Gedächtnis,
wir schlafen wie Wein in den Muscheln,
wie das Meer im Blutstrahl des Mondes.
Wir stehen umschlungen im Fenster, sie sehen uns zu von der S traße:
es ist Zeit, daß man weiß!
Es ist Zeit, daß der Stein sich zu blühen bequemt,
daß der Unrast ein Herz schlägt.
Es ist Zeit, das es Zeit wird.
Es ist Zeit.
Schwarze Milch der Frühe wir trinken sie abends
wir trinken sie mittags und morgens wir trinken sie nachts
wir trinken und trinken
wir schaufeln ein Grab in den Lüften da liegt man nicht eng
Ein Mann wohnt im Haus der spielt mit den Schlangen der
schreibt der schreibt wenn es du nkelt nach Deutschland dein goldenes Haar Margarete
er schreibt es und tritt vor das Haus und es blitzen die Sterne er pfeift seine Rüden herbei
er pfeift seine Juden hervor läßt schaufeln ein Grab in der Erde
er befiehlt uns spielt nun zum Tanz
Schwarze Milch der Frühe wir trinken dich nachts
wir trinken dich morgens und mittags wir trinken dich abends
wir trinken und trinken
Ein Mann wohnt im Haus und spielt mit den Schlangen der schreibt
der schreibt wenn es dunkelt nach Deutschland dein goldenes Haar Margarete
Dein aschenes Haar Sulamith wir schaufeln ein Grab in den Lüften da liegt man nicht eng
Er ruft stecht tiefer ins Erdreich ihr einen ihr anderen singet und spielt
er greift nach dem Eisen im Gurt er schwingts seine Augen sind blau
stecht tiefer die Spaten ihr einen ihr andern spielt weiter zum Tanz auf
Schwarze Milch der Frühe wir trinken dich nach ts
wir trinken dich morgens und mittags wir trink en dich abends
wir trinken und trinken
ein Mann wohnt im Haus dein goldenes Haar Margare te
dein aschenes Haar Sulamith er spielt mit den Schlangen
Er ruft spielt süßer den Tod der Tod ist ein Meister aus Deutschland
er ruft streicht dunkler die Geigen dann steigt ihr als Rauch in die Luft
dann habt ihr ein Grab in den Wolken da liegt man nicht eng
Schwarze Milch der Frühe wir trinken dich nachts
wir trinken dich mittags der Tod ist ein Meister aus Deutschl and
wir trinken dich abends und morgens wir trinken und trinke n
der Tod ist ein Meister aus Deutschland sein Auge ist blau
er trifft dich mit bleierner Kugel er trifft dich gena u
ein Mann wohnt im Hau s dein goldenes Haar Margarete
er hetzt seine Rüden auf uns er schenkt uns ein Grab in der Luft
er spielt mit den Schlangen und träumet der Tod ist ein Meister aus Deutschlan d
dein goldenes Haar Margaret e
dein aschenes Haar Sulamith","Aus der Hand frißt der Herbst mir sein Blatt: wir sind Freunde.  
Wir schälen die Zeit aus den Nüssen und lehren sie gehn:  
die Zeit kehrt zurück in die Schale.  
Im Spiegel ist Sonntag,  
im Traum wird geschlafe n,  
der Mund redet wahr.  
Mein Aug steigt hinab zum Geschlecht der Geliebten:  
wir sehen uns an,  
wir sagen uns Dunkles,  
wir lieben einander wie Mohn und Gedächtnis,  
wir schlafen wie Wein in den Muscheln,  
wie das Meer im Blutstrahl des Mondes.  
Wir stehen umschlungen im Fenster, sie sehen uns zu von der S traße:  
es ist Zeit, daß man weiß !  
Es ist Zeit, daß der Stein sich zu blühen bequemt,  
daß der Unrast ein Herz schlägt.  
Es ist Zeit, das es Zeit wird.  
Es ist Zeit.",Replaced JSON text with the text extracted from the PDF page segment.
13402,Mohn und Gedächtnis,Corona,13,cleaning_and_normalization,"Aus der Hand frißt der Herbst mir sein Blatt: wir sind Freunde.
Wir schälen die Zeit aus den Nüssen und lehren sie gehn:
die Zeit kehrt zurück in die Schale.
Im Spiegel ist Sonntag,
im Traum wird geschlafe n,
der Mund redet wahr.
Mein Aug steigt hinab zum Geschlecht der Geliebten:
wir sehen uns an,
wir sagen uns Dunkles,
wir lieben einander wie Mohn und Gedächtnis,
wir schlafen wie Wein in den Muscheln,
wie das Meer im Blutstrahl des Mondes.
Wir stehen umschlungen im Fenster, sie sehen uns zu von der Straße:
es ist Zeit, daß man weiß!
Es ist Zeit, daß der Stein sich zu blühen bequemt,
daß der Unrast ein Herz schlägt.
Es ist Zeit, das es Zeit wird.
Es ist Zeit.
Schwarze Milch der Frühe wir trinken sie abends
wir trinken sie mittags und morgens wir trinken sie nachts
wir trinken und trinken
wir schaufeln ein Grab in den Lüften da liegt man nicht eng
Ein Mann wohnt im Haus der spielt mit den Schlangen der
schreibt der schreibt wenn es du nkelt nach Deutschland dein goldenes Haar Margarete
er schreibt es und tritt vor das Haus und es blitzen die Sterne er pfeift seine Rüden herbei
er pfeift seine Juden hervor läßt schaufeln ein Grab in der Erde
er befiehlt uns spielt nun zum Tanz
Schwarze Milch der Frühe wir trinken dich nachts
wir trinken dich morgens und mittags wir trinken dich abends
wir trinken und trinken
Ein Mann wohnt im Haus und spielt mit den Schlangen der schreibt
der schreibt wenn es dunkelt nach Deutschland dein goldenes Haar Margarete
Dein aschenes Haar Sulamith wir schaufeln ein Grab in den Lüften da liegt man nicht eng
Er ruft stecht tiefer ins Erdreich ihr einen ihr anderen singet und spielt
er greift nach dem Eisen im Gurt er schwingts seine Augen sind blau
stecht tiefer die Spaten ihr einen ihr andern spielt weiter zum Tanz auf
Schwarze Milch der Frühe wir trinken dich nach ts
wir trinken dich morgens und mittags wir trink en dich abends
wir trinken und trinken
ein Mann wohnt im Haus dein goldenes Haar Margare te
dein aschenes Haar Sulamith er spielt mit den Schlangen
Er ruft spielt süßer den Tod der Tod ist ein Meister aus Deutschland
er ruft streicht dunkler die Geigen dann steigt ihr als Rauch in die Luft
dann habt ihr ein Grab in den Wolken da liegt man nicht eng
Schwarze Milch der Frühe wir trinken dich nachts
wir trinken dich mittags der Tod ist ein Meister aus Deutschl and
wir trinken dich abends und morgens wir trinken und trinke n
der Tod ist ein Meister aus Deutschland sein Auge ist blau
er trifft dich mit bleierner Kugel er trifft dich gena u
ein Mann wohnt im Hau sdein goldenes Haar Margarete
er hetzt seine Rüden auf uns er schenkt uns ein Grab in der Luft
er spielt mit den Schlangen und träumet der Tod ist ein Meister aus Deutschlan d
dein goldenes Haar Margaret e
dein aschenes Haar Sulamith","Aus der Hand frißt der Herbst mir sein Blatt: wir sind Freunde.
Wir schälen die Zeit aus den Nüssen und lehren sie gehn:
die Zeit kehrt zurück in die Schale.
Im Spiegel ist Sonntag,
im Traum wird geschlafe n,
der Mund redet wahr.
Mein Aug steigt hinab zum Geschlecht der Geliebten:
wir sehen uns an,
wir sagen uns Dunkles,
wir lieben einander wie Mohn und Gedächtnis,
wir schlafen wie Wein in den Muscheln,
wie das Meer im Blutstrahl des Mondes.
Wir stehen umschlungen im Fenster, sie sehen uns zu von der Straße:
es ist Zeit, daß man weiß!
Es ist Zeit, daß der Stein sich zu blühen bequemt,
daß der Unrast ein Herz schlägt.
Es ist Zeit, das es Zeit wird.
Es ist Zeit.","Applied whitespace/ligature fixups, contraction joins (e.g., 'in s'→'ins'), and preposition+Capital split (e.g., 'imStundenrund'→'im Stundenrund') while preserving stanza breaks."
